Date	Time	d5 (mm)	d6 (mm)	d7 (mm)	S21 (m/m)	S22 (m/m)	S23 (m/m)	S24 (m/m)	S25 (m/m)	S26 (m/m)	S27 (m/m)	S28 (m/m)	S29 (m/m)	S30 (m/m)	S31 (m/m)	S32 (m/m)	S33 (m/m)	S34 (m/m)	S35 (m/m)	S36 (m/m)	S37 (m/m)	S38 (m/m)	S39 (m/m)	S40 (m/m)
30-05-2022	12:53:45.597	9.675651	18.29573	35.54145	1.102769E-06	5.016038E-08	-1.913493E-06	-3.602439E-07	2.786634E-06	3.585718E-06	-7.309283E-07	-1.016449E-05	-1.399167E-06	2.241345E-06	-2.093195E-06	-4.721257E-07	1.835427E-02	3.440688E-06	4.853554E-07	-5.92257E-06	8.414838E-07	9.047094E-07	3.690908E-06	4.242394E-06
30-05-2022	12:53:45.601	9.680572	18.28942	35.5438	6.325746E-07	7.780133E-07	-1.53543E-06	-1.04424E-07	3.200694E-06	4.154922E-06	-5.343762E-08	-9.723831E-06	-2.095896E-07	2.890276E-06	-1.851186E-06	-1.930927E-09	1.707348E-02	4.490148E-06	1.177173E-06	-5.619142E-06	1.9417E-06	1.162999E-06	4.103899E-06	3.946193E-06
30-05-2022	12:53:45.605	9.667308	18.28136	35.53296	1.490816E-06	1.310145E-06	-1.547533E-06	-4.39272E-07	3.891067E-06	3.457843E-06	-1.640571E-07	-9.856533E-06	2.205385E-07	3.382383E-06	-1.307343E-06	1.873699E-07	1.696733E-02	4.191553E-06	1.241397E-06	-4.52014E-06	2.499475E-06	1.805207E-07	4.544025E-06	4.061237E-06
30-05-2022	12:53:45.609	9.661442	18.28146	35.53443	1.843084E-06	1.227951E-06	-1.877127E-06	-3.570956E-07	3.293203E-06	3.848842E-06	-6.503904E-07	-1.029017E-05	3.647704E-07	3.013618E-06	-1.968196E-06	-5.750805E-07	1.835427E-02	3.866661E-06	1.017144E-06	-5.010137E-06	1.410172E-06	-1.490312E-07	4.629601E-06	9.097326E-07
30-05-2022	12:53:45.613	9.669912	18.29083	35.53766	1.271907E-06	3.01236E-07	-1.918775E-06	-4.944853E-07	2.87026E-06	3.757165E-06	-8.469007E-07	-1.061368E-05	-1.588405E-06	1.988589E-06	-2.151578E-06	-1.148776E-06	1.835427E-02	3.536122E-06	6.39039E-07	-5.545378E-06	1.520764E-06	-2.040626E-07	3.459588E-06	-4.712407E-07
30-05-2022	12:53:45.617	9.664821	18.29013	35.54624	6.885995E-07	4.239365E-07	-1.945297E-06	-6.326445E-07	2.173573E-06	4.023871E-06	-7.894856E-07	-1.086657E-05	-1.565275E-06	2.114771E-06	-2.84003E-06	-2.46669E-07	1.835427E-02	3.890028E-06	3.70738E-07	-6.203695E-06	1.127252E-06	7.793041E-07	3.651282E-06	-3.433238E-07
30-05-2022	12:53:45.621	9.66195	18.27889	35.54969	1.101272E-06	9.619209E-07	-1.635789E-06	-1.280848E-07	3.170976E-06	4.27678E-06	-5.147209E-07	-9.690692E-06	-5.636349E-07	2.730737E-06	-1.069762E-06	5.593392E-07	1.835427E-02	4.332092E-06	8.809086E-07	-5.534174E-06	1.41545E-06	8.96293E-07	4.210226E-06	1.046171E-06
30-05-2022	12:53:45.625	9.669529	18.28714	35.53406	1.029492E-06	1.01981E-06	-1.828903E-06	6.851993E-08	3.948256E-06	4.037723E-06	-3.578197E-07	-9.60158E-06	6.775386E-07	3.637867E-06	-6.418445E-07	4.846068E-07	1.835427E-02	4.347357E-06	7.454359E-07	-4.932876E-06	1.023544E-06	1.147733E-06	4.257208E-06	3.678665E-06
30-05-2022	12:53:45.629	9.663929	18.28322	35.54942	1.667272E-06	7.623096E-07	-1.958786E-06	2.536791E-07	3.597772E-06	3.701658E-06	-8.645996E-07	-1.065874E-05	-6.073816E-07	2.464367E-06	-1.767204E-06	-3.068355E-07	1.835427E-02	4.168571E-06	7.770024E-07	-5.528178E-06	1.333281E-06	2.284161E-07	4.221822E-06	3.700993E-06
30-05-2022	12:53:45.633	9.672378	18.28523	35.53688	1.286039E-06	1.460229E-07	-2.26008E-06	-7.608553E-07	2.757273E-06	4.094895E-06	-6.940671E-07	-1.124355E-05	-1.950118E-06	2.136333E-06	-3.036026E-06	-1.048312E-06	1.835427E-02	3.427564E-06	3.599011E-07	-5.819294E-06	1.925542E-06	-2.307038E-07	3.368272E-06	2.086084E-06
30-05-2022	12:53:45.637	9.679769	18.29123	35.53364	1.232673E-06	2.15796E-07	-2.26672E-06	-1.139737E-06	3.149391E-06	3.881374E-06	-7.768893E-07	-1.061946E-05	-1.634152E-06	2.281097E-06	-2.373424E-06	-4.630728E-07	1.835427E-02	3.17746E-06	8.279341E-07	-6.247411E-06	6.933008E-07	1.111501E-06	3.570347E-06	1.492824E-06
30-05-2022	12:53:45.641	9.653954	18.29383	35.54247	4.457364E-07	3.915314E-07	-1.947361E-06	-1.187366E-06	2.937082E-06	3.902264E-06	-6.349751E-07	-1.061764E-05	-8.180415E-07	2.498956E-06	-7.283724E-07	1.313031E-07	1.835427E-02	3.928968E-06	1.201834E-06	-5.910184E-06	1.923403E-06	9.370944E-07	4.290699E-06	3.651901E-07
30-05-2022	12:53:45.645	9.680034	18.30166	35.52413	1.34324E-06	9.479314E-07	-1.731356E-06	-3.752295E-07	4.057319E-06	3.821935E-06	-4.591971E-07	-1.03934E-05	3.134259E-09	2.629895E-06	-9.124891E-07	2.059936E-07	1.835427E-02	4.539967E-06	7.761138E-07	-4.862148E-06	1.582461E-06	7.56056E-07	4.172916E-06	2.170453E-06
30-05-2022	12:53:45.649	9.660128	18.29997	35.53718	1.706912E-06	1.065171E-06	-1.593687E-06	-6.10313E-07	3.410756E-06	3.457521E-06	-6.385077E-07	-1.044274E-05	1.92603E-08	2.348511E-06	-1.569382E-06	-8.237224E-08	1.835427E-02	4.121711E-06	7.096158E-07	-5.779615E-06	1.58378E-06	2.055248E-07	4.539928E-06	2.781007E-06
30-05-2022	12:53:45.653	9.676304	18.28113	35.55045	1.319313E-06	7.771921E-07	-2.080287E-06	-1.103693E-06	3.652107E-06	4.08955E-06	-9.205875E-07	-1.080753E-05	-1.430579E-06	2.283699E-06	-2.455377E-06	-5.061128E-07	1.812721E-02	3.292126E-06	3.125514E-07	-5.885809E-06	1.050542E-06	5.07638E-07	3.588076E-06	1.738636E-06
30-05-2022	12:53:45.657	9.662827	18.29253	35.53607	5.714425E-07	3.492031E-07	-2.128442E-06	-4.8609E-07	3.029341E-06	4.071948E-06	-1.060289E-06	-1.145866E-05	-1.463167E-06	1.845379E-06	-2.50181E-06	-4.313663E-07	1.592007E-02	3.285277E-06	4.364385E-07	-6.864195E-06	4.442287E-07	9.41516E-07	3.397383E-06	1.16967E-06
30-05-2022	12:53:45.661	9.669019	18.27598	35.54831	1.053433E-06	6.814363E-07	-2.322402E-06	-4.430219E-07	3.407795E-06	4.387179E-06	-7.619021E-07	-1.047007E-05	-7.05705E-07	2.661783E-06	-1.818199E-06	-2.639074E-07	1.824431E-02	3.952552E-06	5.52504E-07	-6.249159E-06	1.057601E-06	1.573972E-06	3.958933E-06	2.391765E-06
30-05-2022	12:53:45.665	9.660913	18.28708	35.53528	9.895442E-07	1.292941E-06	-1.474578E-06	-1.24125E-07	3.56131E-06	4.348462E-06	-2.243269E-07	-1.037318E-05	2.436676E-07	2.844214E-06	-1.185589E-06	2.886316E-07	1.825214E-02	4.333665E-06	1.542685E-06	-5.535741E-06	1.513275E-06	1.080788E-06	4.038548E-06	2.552382E-06
30-05-2022	12:53:45.669	9.671855	18.29576	35.53304	1.228E-06	1.35365E-06	-1.673421E-06	-4.782543E-08	3.551036E-06	3.911639E-06	-6.321918E-07	-1.03191E-05	-5.126122E-07	2.291297E-06	-1.482015E-06	1.969686E-07	1.784809E-02	3.830253E-06	1.187485E-06	-5.298758E-06	1.347689E-06	-2.656634E-07	3.989285E-06	1.716063E-06
30-05-2022	12:53:45.673	9.670177	18.28962	35.52901	1.202408E-06	8.919336E-07	-1.698307E-06	2.572611E-07	3.15246E-06	3.460488E-06	-1.072101E-06	-1.05306E-05	-1.512E-06	2.185852E-06	-2.399954E-06	-4.030881E-07	1.727419E-02	4.24394E-06	1.527454E-06	-6.21208E-06	1.034564E-06	1.571187E-07	3.543916E-06	3.325015E-06
30-05-2022	12:53:45.677	9.689659	18.2782	35.53122	4.961923E-07	1.429525E-07	-2.157741E-06	-5.359023E-07	3.389921E-06	4.254057E-06	-8.887576E-07	-1.089814E-05	-2.18206E-06	2.364211E-06	-2.094258E-06	-6.204713E-07	1.684202E-02	3.709983E-06	8.688193E-07	-6.957726E-06	9.731174E-07	1.13365E-07	3.526328E-06	1.790239E-06
30-05-2022	12:53:45.681	9.678264	18.2987	35.52874	5.891008E-07	6.590951E-07	-2.240128E-06	-1.016004E-06	3.520247E-06	3.861826E-06	-4.12594E-07	-1.048483E-05	-9.981844E-07	2.752369E-06	-2.675062E-06	-5.694976E-07	1.835427E-02	4.08324E-06	1.08947E-06	-6.60637E-06	1.416305E-06	7.563778E-07	4.320194E-06	3.001749E-06
30-05-2022	12:53:45.685	9.669591	18.29323	35.53483	1.025196E-06	1.366462E-06	-1.701791E-06	-3.729908E-07	4.123212E-06	3.666439E-06	-6.155629E-07	-1.046957E-05	2.472287E-07	3.160494E-06	-1.063703E-06	4.581894E-07	1.819348E-02	3.54237E-06	1.078549E-06	-5.31471E-06	9.729005E-07	1.360268E-06	4.5227E-06	4.659376E-06
30-05-2022	12:53:45.689	9.673821	18.29441	35.54274	1.870355E-06	1.119419E-06	-1.556229E-06	-6.109286E-07	4.754541E-06	3.717189E-06	-9.779668E-07	-9.784616E-06	-8.35147E-07	2.682744E-06	-1.026931E-06	-4.08657E-07	1.835427E-02	4.332266E-06	1.518499E-06	-5.50209E-06	2.076578E-06	5.134588E-07	4.612443E-06	2.147058E-06
30-05-2022	12:53:45.693	9.67455	18.28598	35.54032	1.272999E-06	1.180626E-06	-1.507299E-06	-1.127396E-06	3.427774E-06	4.019169E-06	-8.526812E-07	-1.059481E-05	-1.645626E-06	2.200376E-06	-2.047042E-06	-9.746425E-07	1.835427E-02	3.674373E-06	7.813259E-07	-6.006069E-06	9.208337E-07	6.625669E-07	4.17966E-06	1.816198E-06
30-05-2022	12:53:45.697	9.671246	18.27474	35.53752	2.886596E-07	5.347173E-07	-2.119158E-06	-1.085167E-06	3.262949E-06	4.049057E-06	-6.05643E-07	-1.113104E-05	-1.898388E-06	2.126469E-06	-2.279565E-06	-5.594372E-07	1.835427E-02	3.690464E-06	2.349785E-07	-6.700363E-06	8.004323E-07	2.640473E-07	4.17138E-06	2.369013E-06
30-05-2022	12:53:45.701	9.666732	18.29598	35.54661	9.078856E-07	1.063208E-06	-1.415817E-06	-9.253339E-07	3.436622E-06	3.665935E-06	-5.070844E-07	-1.03831E-05	-1.421176E-06	2.231214E-06	-1.915452E-06	2.437446E-07	1.835427E-02	3.95724E-06	4.077055E-07	-6.717168E-06	1.113131E-06	8.144735E-07	4.029702E-06	2.737359E-06
30-05-2022	12:53:45.705	9.663181	18.29373	35.53942	7.598758E-07	1.291799E-06	-1.156646E-06	-6.459512E-07	3.470728E-06	3.808796E-06	-6.51639E-07	-1.035816E-05	5.728418E-08	2.889493E-06	-1.118755E-06	7.630661E-07	1.835427E-02	4.279243E-06	7.911415E-07	-5.509296E-06	1.215664E-06	7.185638E-07	4.258559E-06	1.79919E-06
30-05-2022	12:53:45.709	9.667262	18.29892	35.53054	1.564275E-06	1.280165E-06	-1.036677E-06	-6.380455E-09	3.888641E-06	4.005051E-06	-7.424901E-07	-9.832988E-06	2.399667E-08	3.225348E-06	-1.437687E-06	-7.607574E-08	1.835427E-02	4.286764E-06	7.195993E-07	-5.337972E-06	1.267769E-06	5.729467E-07	4.453677E-06	7.050053E-07
30-05-2022	12:53:45.713	9.675491	18.28295	35.52801	1.792152E-06	3.510239E-07	-1.829113E-06	-9.513315E-07	3.153352E-06	3.957016E-06	-4.746124E-07	-1.048062E-05	-1.247589E-06	2.416737E-06	-2.417402E-06	-3.540593E-07	1.835427E-02	3.903132E-06	7.267353E-07	-6.184354E-06	6.447985E-07	5.393794E-07	3.937888E-06	3.896699E-06
30-05-2022	12:53:45.717	9.661812	18.28383	35.53643	7.060478E-07	4.482418E-07	-1.708864E-06	-1.113739E-06	2.738043E-06	4.22263E-06	-4.782521E-07	-1.095286E-05	-2.578452E-06	2.079021E-06	-3.131929E-06	-7.053621E-07	1.835427E-02	4.050701E-06	1.028988E-06	-6.49396E-06	1.042017E-06	9.139093E-07	4.319058E-06	3.785432E-06
30-05-2022	12:53:45.721	9.680988	18.28558	35.54218	6.098932E-07	2.224344E-07	-1.830939E-06	-7.129179E-07	2.634083E-06	4.181367E-06	-5.226783E-07	-1.083599E-05	-1.379955E-06	2.41524E-06	-2.25228E-06	-1.002543E-07	1.835427E-02	3.075792E-06	5.875056E-07	-6.23806E-06	1.383429E-07	9.538221E-07	3.808583E-06	2.573849E-06
30-05-2022	12:53:45.725	9.675657	18.29829	35.54488	1.038881E-06	1.435594E-06	-1.180706E-06	-3.655609E-07	3.640333E-06	4.499928E-06	-5.889787E-07	-1.055918E-05	2.53784E-07	2.942635E-06	-1.769709E-06	7.011225E-07	1.835427E-02	3.569347E-06	1.131964E-06	-5.530032E-06	1.330713E-06	1.190179E-06	4.508467E-06	2.464696E-06
30-05-2022	12:53:45.729	9.665894	18.2884	35.54154	1.839348E-06	1.420353E-06	-1.323266E-06	-1.49395E-07	4.741662E-06	3.888062E-06	-1.575269E-07	-1.034375E-05	2.93438E-07	3.124688E-06	-1.242615E-06	4.134843E-07	1.835427E-02	3.675555E-06	1.020313E-06	-5.751137E-06	1.60286E-06	1.075086E-06	4.323192E-06	1.819976E-06
30-05-2022	12:53:45.733	9.651518	18.28538	35.54791	1.358855E-06	8.640243E-07	-1.959213E-06	-7.208096E-07	3.939122E-06	3.785401E-06	-4.086334E-07	-1.036587E-05	-8.29725E-07	2.453397E-06	-2.728477E-06	-5.149979E-07	1.835427E-02	4.141804E-06	4.982352E-07	-5.60672E-06	5.733297E-07	4.731541E-07	4.109136E-06	2.479923E-06
30-05-2022	12:53:45.737	9.670106	18.28471	35.53763	3.507571E-07	9.144174E-07	-1.508229E-06	-7.651929E-07	2.81514E-06	4.191218E-06	-7.712868E-07	-1.060994E-05	-1.881059E-06	2.218859E-06	-2.876585E-06	-4.897979E-07	1.835427E-02	4.209428E-06	1.148636E-06	-6.000721E-06	9.327813E-07	2.199718E-07	3.434189E-06	2.857426E-06
30-05-2022	12:53:45.741	9.662275	18.28618	35.54079	-2.475225E-08	6.126269E-07	-1.533394E-06	-1.079612E-06	2.89163E-06	4.090012E-06	-3.729136E-07	-1.098518E-05	-1.439177E-06	2.604191E-06	-2.836357E-06	2.228262E-07	1.835427E-02	3.549534E-06	5.146061E-07	-6.341872E-06	1.085599E-06	7.926457E-07	3.92526E-06	2.039007E-06
30-05-2022	12:53:45.745	9.659056	18.29139	35.55033	4.642761E-07	1.292013E-06	-1.685986E-06	-5.115138E-07	3.215214E-06	4.016539E-06	-2.822057E-07	-1.070401E-05	-3.306293E-07	3.447741E-06	-1.763678E-06	4.981372E-07	1.835427E-02	4.028572E-06	1.225236E-06	-5.6312E-06	1.389129E-06	1.098579E-06	4.845151E-06	1.387056E-06
30-05-2022	12:53:45.749	9.658955	18.30356	35.53443	1.584886E-06	1.152539E-06	-1.668496E-06	-3.208418E-07	3.583001E-06	3.688883E-06	-3.186386E-07	-1.006176E-05	2.341459E-07	3.146908E-06	-1.209733E-06	3.848562E-07	1.835427E-02	4.208967E-06	5.421918E-07	-5.296471E-06	2.27854E-06	5.942429E-07	4.605237E-06	1.886484E-06
30-05-2022	12:53:45.753	9.660527	18.29498	35.5507	1.060121E-06	9.487875E-07	-2.027537E-06	-9.598668E-08	3.783253E-06	3.526307E-06	-6.815421E-07	-1.038577E-05	-5.13004E-07	2.351548E-06	-1.407618E-06	-7.655287E-07	1.730716E-02	3.954448E-06	8.302148E-07	-5.832964E-06	1.060278E-06	8.610117E-08	3.944094E-06	3.439524E-06
30-05-2022	12:53:45.757	9.644937	18.26788	35.53908	2.778856E-07	8.960377E-07	-1.582227E-06	-5.590314E-07	2.511427E-06	4.063566E-06	7.249044E-08	-1.032845E-05	-1.729404E-06	2.480038E-06	-2.742637E-06	-6.542206E-07	1.835427E-02	4.362706E-06	8.512241E-07	-6.651691E-06	5.843854E-07	4.307437E-07	4.105361E-06	2.531558E-06
30-05-2022	12:53:45.761	9.659444	18.28977	35.53304	9.362619E-07	7.45428E-07	-1.982811E-06	-4.884267E-07	2.955205E-06	3.874364E-06	1.853222E-07	-1.050296E-05	-8.757175E-07	2.37581E-06	-2.435795E-06	-4.997603E-07	1.835427E-02	2.99971E-06	5.277448E-07	-6.497063E-06	6.756846E-07	1.010176E-06	4.349805E-06	9.258132E-07
30-05-2022	12:53:45.765	9.662017	18.27419	35.54123	9.856544E-07	7.888992E-07	-1.893757E-06	-2.990978E-07	3.745115E-06	4.387753E-06	-8.64457E-07	-1.075241E-05	-1.914137E-08	3.225978E-06	-7.585046E-07	6.278732E-07	1.835427E-02	4.207036E-06	1.239047E-06	-5.512906E-06	1.774902E-06	1.430488E-06	4.638693E-06	3.975436E-06
30-05-2022	12:53:45.769	9.662076	18.2941	35.534	1.620202E-06	1.232877E-06	-1.333326E-06	-3.728788E-07	3.428523E-06	3.833017E-06	-3.98963E-07	-1.072751E-05	6.55186E-07	3.036677E-06	-1.644667E-06	5.247085E-09	1.831338E-02	3.532582E-06	1.053713E-06	-5.261035E-06	1.479216E-06	1.059072E-06	4.603705E-06	2.356354E-06
30-05-2022	12:53:45.773	9.65731	18.29209	35.53561	1.954071E-06	8.918619E-07	-2.056808E-06	-4.203825E-07	3.828919E-06	3.978676E-06	-5.029451E-07	-1.053142E-05	-5.387427E-07	2.1638E-06	-2.178492E-06	-4.393559E-07	1.835427E-02	3.862659E-06	1.337132E-06	-5.777048E-06	1.22005E-06	4.597076E-07	4.413117E-06	8.066693E-07
30-05-2022	12:53:45.777	9.66736	18.30043	35.52535	1.367124E-06	6.548134E-07	-2.137963E-06	-3.786576E-07	3.125096E-06	3.74029E-06	-2.771031E-07	-9.881218E-06	-1.649019E-06	2.42933E-06	-2.452914E-06	-1.20697E-06	7.367906E-03	3.955553E-06	1.101531E-06	-6.008857E-06	8.532162E-07	-1.185421E-07	4.014685E-06	-4.617435E-09
30-05-2022	12:53:45.781	9.654119	18.28678	35.53999	8.881846E-07	6.564978E-08	-1.579261E-06	-3.481966E-07	2.997268E-06	3.501079E-06	-5.283071E-08	-1.001984E-05	-1.186702E-06	2.818762E-06	-2.541387E-06	-7.857894E-07	8.726247E-03	3.830645E-06	1.032633E-06	-5.529746E-06	1.104181E-06	6.403193E-07	3.824243E-06	1.307637E-06
30-05-2022	12:53:45.785	9.662902	18.29174	35.53159	8.419403E-07	6.633076E-07	-1.160641E-06	-8.122768E-07	3.746506E-06	3.673113E-06	-1.094253E-07	-1.050963E-05	-3.720463E-07	3.039965E-06	-1.219479E-06	-5.371756E-07	1.835427E-02	4.142231E-06	8.595775E-07	-5.293225E-06	1.090983E-06	1.355945E-06	3.842329E-06	2.716458E-06
30-05-2022	12:53:45.789	9.661268	18.29213	35.5397	1.326113E-06	9.097431E-07	-1.231239E-06	-1.074323E-07	3.588603E-06	3.989338E-06	-4.224785E-07	-9.791323E-06	8.33405E-07	2.799187E-06	-1.305237E-06	-1.618761E-07	1.835427E-02	4.06358E-06	8.831264E-07	-5.436319E-06	5.640564E-07	1.481E-06	4.054814E-06	1.415478E-06
30-05-2022	12:53:45.793	9.6745	18.29538	35.52942	1.886908E-06	8.417899E-07	-1.985168E-06	-6.313853E-07	3.999452E-06	4.549405E-06	-4.92133E-07	-1.053977E-05	-1.308938E-06	2.44447E-06	-2.283559E-06	-1.219255E-06	1.835427E-02	3.776012E-06	7.944926E-07	-5.414733E-06	1.883641E-06	-2.956208E-07	4.240477E-06	3.008699E-06
30-05-2022	12:53:45.797	9.665889	18.29281	35.52969	6.579984E-07	3.770057E-07	-1.823117E-06	-7.496755E-07	3.497057E-06	4.370976E-06	-4.603388E-07	-9.676743E-06	-1.232897E-06	2.300434E-06	-2.945979E-06	-1.084342E-06	1.835427E-02	3.925253E-06	7.315836E-07	-6.010567E-06	6.817817E-07	3.11467E-08	3.604265E-06	2.065501E-06
30-05-2022	12:53:45.801	9.662591	18.29007	35.53047	5.762979E-07	6.877188E-07	-1.846141E-06	-8.066099E-07	2.686848E-06	4.181913E-06	-4.773599E-07	-1.026067E-05	-1.339777E-06	2.608431E-06	-3.062381E-06	-9.527307E-07	1.835427E-02	3.46046E-06	5.501533E-07	-5.302932E-06	1.504929E-06	4.120571E-07	4.002487E-06	3.898087E-06
30-05-2022	12:53:45.805	9.655782	18.27536	35.53835	8.112693E-07	9.843698E-07	-1.493271E-06	-6.556618E-07	3.485677E-06	3.640148E-06	-7.342471E-07	-1.00126E-05	-3.768247E-07	2.735271E-06	-1.543818E-06	-7.849639E-08	1.835427E-02	4.320562E-06	1.394934E-06	-5.416835E-06	1.220906E-06	1.161859E-06	4.389862E-06	4.121393E-06
30-05-2022	12:53:45.809	9.672527	18.28576	35.53365	1.166784E-06	6.280813E-07	-1.384986E-06	-2.833846E-07	3.819001E-06	3.789333E-06	-6.781525E-07	-1.108699E-05	1.646675E-07	2.948708E-06	-2.136837E-06	-4.979414E-07	1.835427E-02	4.082953E-06	1.168792E-06	-5.019666E-06	1.052291E-06	1.16239E-06	4.362717E-06	5.622182E-07
30-05-2022	12:53:45.813	9.656417	18.29104	35.52489	1.455793E-06	5.717276E-07	-1.782428E-06	-9.210523E-07	3.516715E-06	3.985812E-06	-8.542515E-07	-1.073843E-05	-7.811091E-07	2.631196E-06	-2.433521E-06	-1.116944E-06	1.835427E-02	4.23481E-06	6.145526E-07	-4.957963E-06	1.111205E-06	1.857328E-07	3.720481E-06	8.707013E-08
30-05-2022	12:53:45.817	9.657752	18.28401	35.53855	5.411074E-07	7.652716E-07	-1.860064E-06	-5.114159E-07	3.260702E-06	4.269238E-06	-5.500476E-07	-1.057908E-05	-1.654252E-06	2.678784E-06	-2.090131E-06	-1.101986E-06	1.835427E-02	4.610481E-06	8.019155E-07	-5.703963E-06	3.120599E-07	3.211146E-07	3.985581E-06	2.020408E-07
30-05-2022	12:53:45.821	9.674744	18.28679	35.53947	5.09359E-07	5.645531E-07	-2.119662E-06	-1.274972E-06	3.198018E-06	3.858258E-06	-2.486272E-07	-1.038013E-05	-1.035649E-06	2.083401E-06	-2.228416E-06	-1.34373E-06	1.835427E-02	4.058047E-06	7.789752E-07	-5.715342E-06	5.85419E-07	4.286099E-07	4.371245E-06	7.778909E-07
30-05-2022	12:53:45.825	9.661264	18.2885	35.53449	1.195398E-06	3.194023E-07	-1.604461E-06	-8.47887E-07	3.58796E-06	4.255358E-06	-3.022242E-07	-1.021133E-05	-5.890168E-07	2.467543E-06	-6.492393E-07	-3.77944E-07	1.835427E-02	3.005628E-06	1.011582E-06	-5.777796E-06	6.523963E-07	9.320642E-07	4.071045E-06	1.421719E-06
